courseNumber,name,departmentCode,description,credits,professorName
BMEN 211,Biomedical Applications of Signals and Systems,BMEN,3 Lecture Hours. Quantitative analysis of biomedical and physiological signals; Fourier and Laplace transforms; filtering of biomedical signals; electrical circuits an analog representations of physiological systems as model systems; A/D conversion and sampling. Prerequisites: Admitted to major degree sequence; PHYS 207 or PHYS 208; MATH 308 or concurrent enrollment.,3,
BMEN 250,Biostatistics and Data Visualization,BMEN,"3 Lecture Hours. Introduction to statistical thinking for biomedical engineering problem-solving and decision-making applied to the benchtop, laboratory, and clinical testing and to the quality engineering procedures of verification and validation; topics include descriptive statistics, estimation, hypothesis testing, regression and correlation, experimental design, data visualization, and ethics of statistical practice. Prerequisites: Grade of C or better in MATH 152 and ENGR 102 ; Biomedical E",3,
BMEN 253,Discovering Biomedical Engineering Design Thinking,BMEN,1 Lecture Hour. Identification and exploration of what constitutes a medical device and the unique aspects of medical device design that are imposed by medical device regulation. Prerequisite: Biomedical Engineering major.,1,
BMEN 254,Biomedical Engineering Design I,BMEN,1 Lecture Hour. Introduction into biomedical engineering design and relevant biomedical topics. Prerequisites: Grade of C or better in BMEN 253 ; Biomedical Engineering major.,1,
BMEN 285,Directed Studies,BMEN,Credits 0 to 4. 0 to 4 Other Hours. Allows students to undertake special projects in biomedical engineering at an earlier point in their studies than required for BMEN 485 . Prerequisite: Approval of Director of Undergraduate Programs.,0,
BMEN 289,Special Topics in...,BMEN,Credits 1 to 4. 1 to 4 Lecture Hours. 0 to 4 Lab Hours. Selected topics in an identified area of biomedical engineering. May be repeated for credit. Prerequisite: Approval of instructor.,1,
BMEN 291,Research,BMEN,Credits 0 to 4. 0 to 4 Other Hours. Research conducted under the direction of faculty member in biomedical engineering. May be repeated 2 times for credit. Prerequisites: Freshman or sophomore classification and approval of instructor.,0,
BMEN 305,Bioinstrumentation,BMEN,"3 Lab Hours. Introduction to biomedical instrumentation design; hands on acquisition of biomedical signals; design, building and testing of bioinstrumentation circuits including analog signal amplifiers and analog filter circuits. Prerequisite: Grade of C or better in BMEN 211 ; grade of C or better in BMEN 321 or concurrent enrollment.",1,
BMEN 311,Imaging Living Systems,BMEN,"3 Lecture Hours. Examination of microscopy and clinical imaging modalities in biomedical applications across intracellular to whole body length scales; microscopy topics include optical, electron, scanning probe, infrared, intravital, and other techniques; clinical imaging techniques to be covered include x-ray, ultrasound, magnetic resonance imaging, computed and positron emission tomography, and other specialized clinical imaging. Prerequisites: Grade of C or better in BMEN 207 or approval of ",3,
BMEN 321,"Circuits, Signals, and Systems",BMEN,"2 Lecture Hours. 3 Lab Hours. Examination of circuits and linear and nonlinear systems concepts required for quantitative analysis of biomedical and physiological signals and design of biomedical systems; topics include electrical circuit fundamentals, operational amplifiers, frequency response, electrical transients, impulse response, transfer functions, convolution, Fourier and Laplace transforms, filtering of biomedical signals, electrical circuits and analog representations of physiological ",3,
BMEN 322,Biosignal Analysis,BMEN,3 Lecture Hours. Design and application of analog and digital signal analysis in biomedical engineering; characteristics of biomedical signals; design considerations for analog-to-digital and digital-to-analog circuitry; biosignal transformation methods; analog and digital filter design for biomedical signals. Prerequisite: BMEN 321 .,3,
BMEN 341,Biotransport,BMEN,"3 Lecture Hours. Fundamentals of momentum, mass, and energy transport related to living or biomedical systems; examination of the basic principles and constitutive equations of a variety of biological transport phenomena, with length scales ranging from intracellular to organ level; topics include fluid mechanics; transport by diffusion, along with effects of convection, electrochemical potential, and chemical reactions; and energy-tissue interactions; emphases are given to fundamental principle",3,
BMEN 343,Biomedical Engineering Materials,BMEN,"2 Lecture Hours. 3 Lab Hours. Properties, preparation, and characterization of natural and man-made materials encountered in biomedical applications; topics include the chemical structure of metals, ceramics, and polymers; physical, mechanical, bulk, and surface properties of biomaterials; biomaterial degradation; and biomaterial processing; theoretical investigations and hands-on acquisition and interpretation of biomaterial preparation and characterization data. Prerequisites: Grade of C or be",3,
BMEN 344,Biological Interactions and Testing,BMEN,"2 Lecture Hours. 3 Lab Hours. Application of quantitative engineering principles and bioimaging, bioassay, and biomolecule activity testing to elucidate the interactions between materials and biological systems; topics include protein and cell interactions with biomaterials; biomaterial implantation; acute inflammation, wound healing and the presence of biomaterials immune responses to biomaterials; thrombosis; infection; tumorigenesis; and calcification of biomaterials; examination of theoretic",3,
BMEN 345,Biomaterials Lab,BMEN,"3 Lab Hours. Experimental methods used to prepare and characterize polymeric biomaterials used in biomedical engineering; related fundamental aspects of forming a hypothesis, experimental design, empirical observation, data collection, interpretation and presentation of data. Prerequisite: Grade of C or better in BMEN 343 ; grade of C or better and concurrent enrollment in BMEN 250 .",1,
BMEN 351,Biomedical and Health Data Science,BMEN,"3 Lecture Hours. Exploration of applications of data analytics, machine learning, and deep learning in health sciences and biomedical data; topics include theoretical foundations, algorithms and methods of deriving valuable insights from data, predictive health analysis, electronic health records, medical image analysis, computational drug discovery, and genome structure prediction using predictive modeling. Prerequisites: Grade of C or better in BMEN 207 and BMEN 250 or STAT 312 ; Biomedical En",3,
BMEN 353,Biomedical Engineering Device Design II,BMEN,"1 Lecture Hour. Identification of needs, concept ideation and selection, and creating an initial prototype for user testing within the biomedical engineering process. Prerequisites: Grade of C or better in BMEN 254 ; Biomedical Engineering major.",1,
BMEN 354,Biomedical Engineering Design III,BMEN,"2 Lecture Hours. Analysis of validation and verification testing for biomedical engineering design, along with manufacturing readiness, market-entry readiness, and post-market engineering activities. Prerequisites: Grade of C or better in BMEN 353 ; Biomedical Engineering major.",2,
BMEN 361,Biomedical Engineering Mechanics,BMEN,"2 Lecture Hours. 3 Lab Hours. Examination of biomedical engineering mechanics with a focus on biomedical devices, biomaterials, and hard and soft biological tissues; topics include fundamentals of static mechanics, motion biomechanics, and mechanics of materials supplemented with experimental design, simulation, and mechanical testing; exploration of theoretical investigations and hands-on acquisition; interpretation and application of biomechanical data. Prerequisites: Grade of C or better in B",3,
BMEN 399,Engineering Professional Development,BMEN,0 Other Hours. Participation in an approved high-impact learning practice; reflection on professional outcomes from engineering body of knowledge; documentation and self-assessment of learning experience at mid-curriculum point. Prerequisites: Admission to biomedical engineering; junior or senior classification or approval of instructor.,0,
BMEN 400,History of Human and Veterinary Medicine in Europe,BMEN,"4 Lecture Hours. Addresses the major developments in human and veterinary medicine in Europe from the Middle Ages to the present; explores key events and figures in medical history and analyzes issues of current biomedical concern in a historical context; for example, animal rights, ethics of humane experimentation, euthanasia. Prerequisites: Admitted to major degree sequence in biomedical engineering; VTPP 434 . Cross Listing: VTPP 401/BMEN 400 .",4,
BMEN 401,Principles and Analysis of Biological Control Systems,BMEN,3 Lecture Hours. Techniques for generating quantitative mathematical models of physiological control systems and devices; the behavior of physiological control systems using both time and frequency domain methods. Prerequisite: BMEN 321 .,3,
BMEN 402,Biomedical Optics Laboratory,BMEN,"2 Lecture Hours. 3 Lab Hours. Biomedical optics technology; basic engineering principles used in developing therapeutic and diagnostic devices; hands-on labs including optical monitoring, diagnostic and therapeutic experiments. Prerequisite: PHYS 207 or PHYS 208 or approval of instructor; Biomedical Engineering major or minor.",3,
BMEN 404,FDA Good Laboratory and Clinical Practices,BMEN,3 Lecture Hours. Implementation of Good Laboratory Practices (GLP) for the submission of preclinical studies and use of Good Clinical Practices (GCP) in clinical trials in accordance with Food and Drug Administration (FDA) regulations; includes similarities and differences in GLP and GCP critical for the introduction of new drugs and medical devices. Prerequisites: BMEN 253 ; junior or senior classification.,3,
BMEN 406,Medical Device Path to Market,BMEN,"3 Lecture Hours. Path to market for a medical device with specific attention to the regulatory affairs to enable the development of an appropriate regulatory strategy due to the highly regulated global environment. Prerequisites: BMEN 253 ; junior or senior classification, or approval of instructor.",3,
